"countyfips","MuniTotalFlag","placefips","municipality","totalPopulation_2010c","groupquartersPopulation_2010c","householdPopulation_2010c","householdSize_2010c","totalHousingUnits_2010c","occupiedHousingUnits_2010c","vacantHousingUnits_2010c","vacancyRate_2010c","totalpopulation_2010","groupquartersPopulation_2010","householdPopulation_2010","householdSize_2010","totalHousingUnits_2010","occupiedHousingUnits_2010","vacantHousingUnits_2010","vacancyRate_2010","totalpopulation_2011","groupquartersPopulation_2011","householdPopulation_2011","householdSize_2011","totalHousingUnits_2011","occupiedHousingUnits_2011","vacantHousingUnits_2011","vacancyRate_2011","totalpopulation_2012","groupquartersPopulation_2012","householdPopulation_2012","householdSize_2012","totalHousingUnits_2012","occupiedHousingUnits_2012","vacantHousingUnits_2012","vacancyRate_2012","totalpopulation_2013","groupquartersPopulation_2013","householdPopulation_2013","householdSize_2013","totalHousingUnits_2013","occupiedHousingUnits_2013","vacantHousingUnits_2013","vacancyRate_2013"
"083",1,"20770","Dolores",936,9,927,2.15,501,431,70,13.97,936,9,927,2.15,501,431,70,13.97,931,9,922,2.14,501,429,72,14.37,930,9,921,2.15,501,428,73,14.57,939,9,930,2.15,502,432,70,13.94
"083",1,"48115","Mancos",1336,73,1263,2.31,608,546,62,10.19,1337,73,1264,2.31,609,546,63,10.34,1337,73,1264,2.31,612,546,66,10.78,1343,73,1270,2.31,615,549,66,10.73,1361,73,1288,2.31,619,557,62,10.01
"083",1,"99990","Unincorp. Area",14781,29,14752,2.46,7100,5974,1126,15.85,14775,29,14746,2.46,7100,5972,1128,15.88,14696,29,14667,2.46,7100,5940,1160,16.33,14684,29,14655,2.46,7100,5935,1165,16.40,14799,29,14770,2.46,7100,5981,1119,15.76
"085",1,"51745","Montrose",19132,448,18684,2.37,8621,7871,750,8.69,19104,448,18656,2.37,8641,7859,782,9.04,19002,448,18554,2.37,8686,7816,870,10.01,18909,448,18461,2.37,8726,7777,949,10.87,18929,448,18481,2.37,8745,7785,960,10.97
"085",1,"53120","Naturita",546,0,546,2.15,316,253,63,19.93,544,0,544,2.15,316,252,64,20.25,538,0,538,2.16,316,249,67,21.20,533,0,533,2.15,316,247,69,21.83,532,0,532,2.15,316,247,69,21.83
"085",1,"54935","Nucla",711,0,711,2.31,367,307,60,16.34,708,0,708,2.31,367,306,61,16.62,701,0,701,2.31,367,303,64,17.43,702,0,702,2.31,371,303,68,18.32,701,0,701,2.31,371,303,68,18.32
"085",1,"55540","Olathe",1849,68,1781,3.02,634,589,45,7.09,1842,68,1774,3.02,634,587,47,7.41,1823,68,1755,3.02,634,580,54,8.51,1807,68,1739,3.02,634,575,59,9.30,1805,68,1737,3.02,634,574,60,9.46
"085",1,"99990","Unincorp. Area",19038,26,19012,2.54,8312,7464,848,10.20,18990,26,18964,2.54,8322,7445,877,10.53,18852,26,18826,2.54,8351,7391,960,11.49,18737,26,18711,2.54,8380,7346,1034,12.33,18787,26,18761,2.54,8412,7365,1047,12.44
"087",1,"84770","Wiggins",893,0,893,2.98,343,299,44,12.82,894,0,894,2.98,343,299,44,12.82,906,0,906,2.99,345,303,42,12.17,900,0,900,2.99,345,301,44,12.75,898,0,898,2.98,345,301,44,12.75
"087",1,"09555","Brush",5463,373,5090,2.43,2295,2087,208,9.06,5468,373,5095,2.43,2295,2089,206,8.97,5510,373,5137,2.43,2295,2106,189,8.23,5473,373,5100,2.43,2295,2091,204,8.88,5465,373,5092,2.43,2295,2088,207,9.01
"087",1,"27810","Fort Morgan",11315,191,11124,2.78,4279,4000,279,6.52,11328,191,11137,2.78,4280,4005,275,6.42,11420,191,11229,2.78,4280,4038,242,5.65,11345,191,11154,2.78,4282,4011,271,6.32,11327,191,11136,2.78,4282,4004,278,6.49
"087",1,"36610","Hillrose",264,0,264,2.51,124,105,19,15.32,264,0,264,2.51,124,105,19,15.32,266,0,266,2.50,124,106,18,14.51,265,0,265,2.52,124,105,19,15.32,264,0,264,2.51,124,105,19,15.32
"087",1,"45695","Log Lane Village",873,0,873,2.91,343,300,43,12.53,874,0,874,2.91,343,300,43,12.53,881,0,881,2.90,343,303,40,11.66,875,0,875,2.90,343,301,42,12.24,873,0,873,2.91,343,300,43,12.53
"087",1,"99990","Unincorp. Area",9351,0,9351,2.66,4106,3503,603,14.68,9368,0,9368,2.66,4110,3509,601,14.62,9461,0,9461,2.66,4116,3544,572,13.89,9436,0,9436,2.66,4136,3535,601,14.53,9484,0,9484,2.66,4162,3553,609,14.63
"089",1,"65190","Rocky Ford",3957,70,3887,2.39,1869,1620,249,13.32,3958,70,3888,2.40,1869,1620,249,13.32,3962,70,3892,2.39,1869,1622,247,13.21,3927,70,3857,2.40,1869,1607,262,14.01,3893,70,3823,2.39,1869,1593,276,14.76
"089",1,"75970","Swink",617,0,617,2.48,286,248,38,13.28,617,0,617,2.48,286,248,38,13.28,618,0,618,2.49,286,248,38,13.28,612,0,612,2.48,286,246,40,13.98,607,0,607,2.48,286,244,42,14.68
"089",1,"13460","Cheraw",252,0,252,2.49,115,101,14,12.17,252,0,252,2.49,115,101,14,12.17,252,0,252,2.49,115,101,14,12.17,232,0,232,2.44,115,95,20,17.39,248,0,248,2.50,115,99,16,13.91
"089",1,"27975","Fowler",1182,37,1145,2.17,597,526,71,11.89,1182,37,1145,2.17,597,526,71,11.89,1183,37,1146,2.17,597,526,71,11.89,1173,37,1136,2.17,597,522,75,12.56,1163,37,1126,2.17,597,517,80,13.40
"089",1,"42110","La Junta",7077,283,6794,2.32,3422,2919,503,14.69,7079,283,6796,2.32,3422,2920,502,14.66,7088,283,6805,2.32,3423,2924,499,14.57,7027,283,6744,2.32,3423,2898,525,15.33,6966,283,6683,2.32,3423,2871,552,16.12
"089",1,"48500","Manzanola",434,0,434,2.66,198,163,35,17.67,434,0,434,2.66,198,163,35,17.67,435,0,435,2.66,198,163,35,17.67,431,0,431,2.66,198,162,36,18.18,427,0,427,2.66,198,160,38,19.19
"089",1,"99990","Unincorp. Area",5312,43,5269,2.44,2482,2152,330,13.29,5316,43,5273,2.44,2483,2154,329,13.25,5325,43,5282,2.44,2485,2157,328,13.19,5284,43,5241,2.44,2488,2141,347,13.94,5245,43,5202,2.44,2492,2125,367,14.72
"009",1,"61315","Pritchett",140,0,140,2.41,76,58,18,23.68,140,0,140,2.41,76,58,18,23.68,140,0,140,2.41,76,58,18,23.68,138,0,138,2.42,76,57,19,25.00,135,0,135,2.41,76,56,20,26.31
"009",1,"73330","Springfield",1451,60,1391,2.09,826,664,162,19.61,1454,60,1394,2.09,826,665,161,19.49,1456,60,1396,2.09,828,666,162,19.56,1436,60,1376,2.09,830,657,173,20.84,1411,60,1351,2.09,830,645,185,22.28
"009",1,"79270","Two Buttes",43,0,43,1.65,37,26,11,29.72,43,0,43,1.65,37,26,11,29.72,43,0,43,1.65,37,26,11,29.72,42,0,42,1.68,37,25,12,32.43,42,0,42,1.68,37,25,12,32.43
"009",1,"81030","Vilas",114,0,114,2.59,60,44,16,26.66,114,0,114,2.59,60,44,16,26.66,114,0,114,2.59,60,44,16,26.66,112,0,112,2.60,60,43,17,28.33,110,0,110,2.61,60,42,18,30.00
"009",1,"82460","Walsh",546,22,524,2.08,350,251,99,28.28,547,22,525,2.09,350,251,99,28.28,547,22,525,2.09,350,251,99,28.28,538,22,516,2.08,350,247,103,29.42,528,22,506,2.09,350,242,108,30.85
"009",1,"11645","Campo",109,0,109,2.31,75,47,28,37.33,109,0,109,2.31,75,47,28,37.33,109,0,109,2.31,75,47,28,37.33,107,0,107,2.32,75,46,29,38.66,105,0,105,2.33,75,45,30,40.00
"009",1,"99990","Unincorp. Area",1385,0,1385,2.32,824,595,229,27.79,1388,0,1388,2.32,824,596,228,27.66,1386,0,1386,2.32,824,595,229,27.79,1363,0,1363,2.32,824,586,238,28.88,1338,0,1338,2.32,824,575,249,30.21
"091",1,"56420","Ouray",1000,0,1000,2.18,800,457,343,42.87,1003,0,1003,2.18,802,458,344,42.89,988,0,988,2.18,801,452,349,43.57,1006,0,1006,2.18,802,460,342,42.64,1004,0,1004,2.18,802,459,343,42.76
"091",1,"64200","Ridgway",924,0,924,2.28,511,404,107,20.93,925,0,925,2.28,511,404,107,20.93,912,0,912,2.28,511,399,112,21.91,927,0,927,2.28,511,405,106,20.74,926,0,926,2.28,511,405,106,20.74
"091",1,"99990","Unincorp. Area",2512,0,2512,2.16,1772,1161,611,34.48,2518,0,2518,2.16,1775,1164,611,34.42,2511,0,2511,2.16,1793,1161,632,35.24,2576,0,2576,2.16,1810,1191,619,34.19,2599,0,2599,2.16,1830,1201,629,34.37
"093",1,"01530","Alma",270,0,270,1.97,189,137,52,27.51,270,0,270,1.97,189,137,52,27.51,269,0,269,1.97,191,136,55,28.79,268,0,268,1.97,192,136,56,29.16,271,0,271,1.96,193,138,55,28.49
"093",1,"25610","Fairplay",679,0,679,2.28,396,297,99,25.00,682,0,682,2.28,397,298,99,24.93,676,0,676,2.28,400,296,104,26.00,674,0,674,2.28,402,295,107,26.61,680,0,680,2.28,404,297,107,26.48
"093",1,"99990","Unincorp. Area",15257,92,15165,2.25,13362,6740,6622,49.55,15310,92,15218,2.24,13387,6764,6623,49.47,15152,92,15060,2.25,13475,6693,6782,50.33,15135,92,15043,2.24,13544,6686,6858,50.63,15241,92,15149,2.24,13611,6733,6878,50.53
"095",1,"57245","Paoli",34,0,34,2.12,23,16,7,30.43,34,0,34,2.12,23,16,7,30.43,33,0,33,2.06,23,16,7,30.43,33,0,33,2.06,23,16,7,30.43,33,0,33,2.06,23,16,7,30.43
"095",1,"34960","Haxtun",946,20,926,2.28,498,405,93,18.67,950,20,930,2.28,498,407,91,18.27,932,20,912,2.28,500,399,101,20.20,934,20,914,2.28,501,400,101,20.15,923,20,903,2.28,501,395,106,21.15
"095",1,"37270","Holyoke",2313,40,2273,2.41,1031,941,90,8.72,2325,40,2285,2.41,1032,946,86,8.33,2270,40,2230,2.41,1032,923,109,10.56,2270,40,2230,2.41,1032,923,109,10.56,2261,40,2221,2.41,1040,919,121,11.63
"095",1,"99990","Unincorp. Area",1149,0,1149,2.51,535,457,78,14.57,1156,0,1156,2.51,536,460,76,14.17,1130,0,1130,2.51,537,449,88,16.38,1133,0,1133,2.51,538,451,87,16.17,1129,0,1129,2.51,543,449,94,17.31
"097",1,"71755","Snowmass Village",2826,10,2816,2.12,2355,1327,1028,43.65,2826,10,2816,2.12,2355,1327,1028,43.65,2816,10,2806,2.12,2362,1322,1040,44.03,2837,10,2827,2.12,2371,1332,1039,43.82,2863,10,2853,2.12,2374,1344,1030,43.38
"097",1,"03620","Aspen",6658,42,6616,1.88,5929,3516,2413,40.69,6659,42,6617,1.88,5931,3517,2414,40.70,6626,42,6584,1.88,5937,3499,2438,41.06,6652,42,6610,1.88,5940,3513,2427,40.85,6712,42,6670,1.88,5949,3545,2404,40.41
"097",,"04935","Basalt (Part)",931,0,931,2.37,514,392,122,23.73,931,0,931,2.37,514,392,122,23.73,925,0,925,2.37,514,389,125,24.31,928,0,928,2.37,514,391,123,23.92,937,0,937,2.37,515,395,120,23.30
"097",1,"99990","Unincorp. Area",6733,20,6713,2.30,4155,2917,1238,29.79,6740,20,6720,2.30,4160,2920,1240,29.80,6744,20,6724,2.30,4188,2922,1266,30.22,6796,20,6776,2.30,4205,2944,1261,29.98,6864,20,6844,2.30,4216,2974,1242,29.45
"099",1,"85045","Wiley",405,0,405,2.50,196,162,34,17.34,404,0,404,2.49,196,162,34,17.34,401,0,401,2.50,196,160,36,18.36,398,0,398,2.50,196,159,37,18.87,394,0,394,2.49,196,158,38,19.38
"099",1,"31550","Granada",517,0,517,2.77,243,186,57,23.45,516,0,516,2.77,243,186,57,23.45,512,0,512,2.78,243,184,59,24.27,508,0,508,2.77,243,183,60,24.69,503,0,503,2.77,243,181,62,25.51
"099",1,"34520","Hartman",81,0,81,2.31,48,35,13,27.08,81,0,81,2.31,48,35,13,27.08,80,0,80,2.28,48,35,13,27.08,80,0,80,2.28,48,35,13,27.08,79,0,79,2.32,48,34,14,29.16
"099",1,"37215","Holly",802,44,758,2.54,381,298,83,21.78,801,44,757,2.54,381,298,83,21.78,795,44,751,2.54,381,295,86,22.57,791,44,747,2.54,382,294,88,23.03,787,44,743,2.54,384,292,92,23.95
"099",1,"43110","Lamar",7804,265,7539,2.43,3666,3102,564,15.38,7792,265,7527,2.43,3666,3097,569,15.52,7742,265,7477,2.43,3669,3076,593,16.16,7680,265,7415,2.43,3670,3051,619,16.86,7605,265,7340,2.43,3671,3020,651,17.73
"099",1,"99990","Unincorp. Area",2942,6,2936,2.54,1408,1152,256,18.18,2937,6,2931,2.54,1408,1150,258,18.32,2916,6,2910,2.54,1408,1142,266,18.89,2896,6,2890,2.54,1411,1134,277,19.63,2868,6,2862,2.54,1412,1123,289,20.46
"999",1,"08070","Bow Mar (Total)",866,0,866,2.98,302,290,12,3.97,868,0,868,2.98,302,291,11,3.64,878,0,878,2.98,302,294,8,2.64,893,0,893,2.98,303,299,4,1.32,908,0,908,2.98,305,304,1,0.32
"999",1,"75640","Superior (Total)",12483,0,12483,2.77,4698,4496,202,4.29,12499,0,12499,2.77,4698,4502,196,4.17,12611,0,12611,2.77,4699,4542,157,3.34,12758,0,12758,2.77,4700,4595,105,2.23,12833,0,12833,2.77,4701,4622,79,1.68
"999",1,"77290","Thornton (Total)",118772,462,118310,2.86,43230,41359,1871,4.32,119409,462,118947,2.86,43288,41582,1706,3.94,121748,462,121286,2.86,43533,42399,1134,2.60,124112,462,123650,2.86,43778,43226,552,1.26,127107,462,126645,2.86,44309,44273,36,0.08
"999",1,"08675","Brighton (Total)",33352,1546,31806,2.94,11387,10788,599,5.26,33505,1546,31959,2.94,11396,10840,556,4.87,34088,1543,32545,2.94,11446,11038,408,3.56,34698,1543,33155,2.94,11502,11246,256,2.22,36218,1543,34675,2.94,11888,11761,127,1.06
"999",1,"83835","Westminster (Total)",106114,467,105647,2.51,43968,42041,1927,4.38,106452,467,105985,2.51,43979,42176,1803,4.09,107628,467,107161,2.51,44024,42646,1378,3.13,109031,467,108564,2.51,44089,43205,884,2.00,110316,467,109849,2.51,44182,43717,465,1.05
"999",1,"85485","Windsor (Total)",18644,103,18541,2.75,7198,6732,466,6.47,18769,103,18666,2.75,7222,6777,445,6.16,19238,103,19135,2.75,7344,6946,398,5.41,20094,103,19991,2.75,7583,7256,327,4.31,21407,103,21304,2.75,8014,7728,286,3.56
"999",1,"12855","Center (Total)",2230,0,2230,2.81,925,793,132,14.27,2233,0,2233,2.81,925,794,131,14.16,2244,0,2244,2.81,925,798,127,13.72,2265,0,2265,2.81,925,805,120,12.97,2214,0,2214,2.81,925,787,138,14.91
"999",1,"12910","Central City (Total)",663,0,663,1.93,487,342,145,29.77,668,0,668,1.93,489,345,144,29.44,667,0,667,1.93,489,344,145,29.65,671,0,671,1.93,493,346,147,29.81,683,0,683,1.94,493,352,141,28.60
"999",1,"03455","Arvada (Total)",106433,506,105927,2.48,44427,42701,1726,3.88,106632,506,106126,2.48,44450,42781,1669,3.75,107553,506,107047,2.48,44634,43153,1481,3.31,109759,506,109253,2.48,45174,44041,1133,2.50,111559,615,110944,2.48,45581,44724,857,1.88
"999",1,"24950","Erie (Total)",18135,0,18135,2.87,6581,6301,280,4.25,18268,0,18268,2.87,6612,6347,265,4.00,18917,0,18917,2.87,6789,6573,216,3.18,19567,0,19567,2.87,6941,6800,141,2.03,20109,0,20109,2.87,7083,6992,91,1.28
"999",1,"04000","Aurora (Total)",325078,2556,322522,2.64,131040,121901,9139,6.97,326564,2556,324008,2.64,131136,122463,8673,6.61,332918,2523,330395,2.64,131921,124884,7037,5.33,339102,2507,336595,2.64,132356,127204,5152,3.89,344626,2542,342084,2.64,132881,129288,3593,2.70
"999",1,"32650","Green Mtn Falls (Total)",640,24,616,1.98,590,310,280,47.45,808,24,784,1.98,590,394,196,33.22,827,24,803,1.98,592,404,188,31.75,831,24,807,1.98,593,406,187,31.53,841,24,817,1.98,597,411,186,31.15
"999",1,"04935","Basalt (Total)",3857,0,3857,2.41,1912,1600,312,16.31,3849,0,3849,2.41,1913,1597,316,16.51,3815,0,3815,2.41,1913,1582,331,17.30,3819,0,3819,2.40,1914,1585,329,17.18,3847,0,3847,2.41,1915,1596,319,16.65
"999",1,"39855","Johnstown (Total)",9887,0,9887,2.94,3554,3356,198,5.57,9988,0,9988,2.94,3577,3390,187,5.22,10411,0,10411,2.94,3698,3533,165,4.46,11042,0,11042,2.94,3875,3748,127,3.27,12034,0,12034,2.94,4185,4084,101,2.41
"999",1,"06090","Bennett (Total)",2308,0,2308,2.76,898,834,64,7.12,2317,0,2317,2.76,898,837,61,6.79,2349,0,2349,2.76,898,849,49,5.45,2383,0,2383,2.76,898,861,37,4.12,2411,0,2411,2.76,898,871,27,3.00
"999",1,"06255","Berthoud (Total)",5105,69,5036,2.51,2084,1999,85,4.07,5123,69,5054,2.51,2087,2006,81,3.88,5156,69,5087,2.51,2087,2019,68,3.25,5203,69,5134,2.51,2087,2038,49,2.34,5313,69,5244,2.51,2127,2082,45,2.11
"999",1,"45255","Littleton (Total)",41737,491,41246,2.25,19434,18312,1122,5.77,42037,491,41546,2.25,19503,18446,1057,5.41,42627,491,42136,2.25,19519,18706,813,4.16,43273,491,42782,2.25,19524,18996,528,2.70,43795,491,43304,2.25,19527,19229,298,1.52
"999",1,"45530","Lochbuie (Total)",4726,0,4726,2.89,1762,1631,131,7.43,4808,0,4808,2.89,1786,1659,127,7.11,5074,0,5074,2.89,1869,1751,118,6.31,5217,0,5217,2.89,1898,1800,98,5.16,5269,0,5269,2.89,1899,1818,81,4.26
"999",1,"45970","Longmont (Total)",86270,639,85631,2.57,35008,33252,1756,5.01,86411,639,85772,2.57,35022,33307,1715,4.89,87514,639,86875,2.57,35197,33751,1446,4.10,88796,639,88157,2.57,35310,34249,1061,3.00,90227,639,89588,2.57,35682,34806,876,2.45
"999",1,"54330","Northglenn (Total)",35789,129,35660,2.64,14274,13492,782,5.47,35933,129,35804,2.64,14274,13546,728,5.10,36431,129,36302,2.64,14274,13735,539,3.77,36932,129,36803,2.64,14274,13924,350,2.45,37371,129,37242,2.64,14274,14090,184,1.28
